,date,week,unity,n
1709,2020-04-22,17,ent,656
1710,2020-04-22,17,evo,1197
1711,2020-04-22,17,int,2118
1712,2020-04-22,17,not,2368
1713,2020-04-22,17,sai,205
1718,2020-05-22,21,ent,877
1719,2020-05-22,21,evo,2726
1720,2020-05-22,21,int,2885
1721,2020-05-22,21,not,3298
1722,2020-05-22,21,sai,422
1727,2020-06-22,26,ent,951
1728,2020-06-22,26,evo,2773
1729,2020-06-22,26,int,3009
1730,2020-06-22,26,not,4299
1731,2020-06-22,26,sai,535
1737,2020-07-22,30,ent,1000
1738,2020-07-22,30,evo,3038
1739,2020-07-22,30,int,3010
1740,2020-07-22,30,not,3505
1741,2020-07-22,30,sai,604
1744,2020-08-22,34,ent,744
1745,2020-08-22,34,evo,2045
1746,2020-08-22,34,int,1957
1747,2020-08-22,34,not,1576
1748,2020-08-22,34,sai,455
1749,2020-09-22,39,ent,577
1750,2020-09-22,39,evo,1861
1751,2020-09-22,39,int,1621
1752,2020-09-22,39,not,1904
1753,2020-09-22,39,sai,402
1754,2020-10-22,43,ent,468
1755,2020-10-22,43,evo,1364
1756,2020-10-22,43,int,1343
1757,2020-10-22,43,not,1529
1758,2020-10-22,43,sai,279
1759,2020-11-22,47,ent,697
1760,2020-11-22,47,evo,1378
1761,2020-11-22,47,int,2020
1762,2020-11-22,47,not,1324
1763,2020-11-22,47,sai,278
1764,2020-12-22,52,ent,955
1765,2020-12-22,52,evo,2747
1766,2020-12-22,52,int,2848
1767,2020-12-22,52,not,3323
1768,2020-12-22,52,sai,538
1771,2020-01-23,4,ent,1
1777,2020-02-23,8,ent,1
1778,2020-02-23,8,int,1
1779,2020-02-23,8,not,1
1785,2020-03-23,13,ent,180
1786,2020-03-23,13,evo,134
1787,2020-03-23,13,int,386
1788,2020-03-23,13,not,457
1789,2020-03-23,13,sai,43
1795,2020-04-23,17,ent,648
1796,2020-04-23,17,evo,1298
1797,2020-04-23,17,int,2165
1798,2020-04-23,17,not,2102
1799,2020-04-23,17,sai,225
1804,2020-05-23,21,ent,793
1805,2020-05-23,21,evo,2260
1806,2020-05-23,21,int,2517
1807,2020-05-23,21,not,2077
1808,2020-05-23,21,sai,360
1812,2020-06-23,26,ent,923
1813,2020-06-23,26,evo,2697
1814,2020-06-23,26,int,2940
1815,2020-06-23,26,not,3590
1816,2020-06-23,26,sai,498
1820,2020-07-23,30,ent,973
1821,2020-07-23,30,evo,2876
1822,2020-07-23,30,int,2977
1823,2020-07-23,30,not,3638
1824,2020-07-23,30,sai,567
1829,2020-08-23,34,ent,686
1830,2020-08-23,34,evo,1784
1831,2020-08-23,34,int,1795
1832,2020-08-23,34,not,1347
1833,2020-08-23,34,sai,418
1834,2020-09-23,39,ent,629
1835,2020-09-23,39,evo,1796
1836,2020-09-23,39,int,1693
1837,2020-09-23,39,not,1940
1838,2020-09-23,39,sai,351
1839,2020-10-23,43,ent,468
1840,2020-10-23,43,evo,1342
1841,2020-10-23,43,int,1337
1842,2020-10-23,43,not,1511
1843,2020-10-23,43,sai,270
1844,2020-11-23,48,ent,843
1845,2020-11-23,48,evo,1874
1846,2020-11-23,48,int,2665
1847,2020-11-23,48,not,3317
1848,2020-11-23,48,sai,378
1850,2020-12-23,52,ent,947
1851,2020-12-23,52,evo,3041
1852,2020-12-23,52,int,2596
1853,2020-12-23,52,not,3108
1854,2020-12-23,52,sai,560
1861,2020-02-24,9,evo,1
1862,2020-02-24,9,not,2
1868,2020-03-24,13,ent,182
1869,2020-03-24,13,evo,153
1870,2020-03-24,13,int,455
1871,2020-03-24,13,not,438
1872,2020-03-24,13,sai,41
1879,2020-04-24,17,ent,651
1880,2020-04-24,17,evo,1466
1881,2020-04-24,17,int,2140
1882,2020-04-24,17,not,2417
1883,2020-04-24,17,sai,261
1886,2020-05-24,21,ent,830
1887,2020-05-24,21,evo,2110
1888,2020-05-24,21,int,2364
1889,2020-05-24,21,not,1854
1890,2020-05-24,21,sai,371
1894,2020-06-24,26,ent,911
1895,2020-06-24,26,evo,2739
1896,2020-06-24,26,int,2832
1897,2020-06-24,26,not,3356
1898,2020-06-24,26,sai,500
1902,2020-07-24,30,ent,971
1903,2020-07-24,30,evo,2915
1904,2020-07-24,30,int,2899
1905,2020-07-24,30,not,3395
1906,2020-07-24,30,sai,564
1908,2020-08-24,35,ent,832
1909,2020-08-24,35,evo,2400
1910,2020-08-24,35,int,2493
1911,2020-08-24,35,not,3264
1912,2020-08-24,35,sai,533
1914,2020-09-24,39,ent,619
1915,2020-09-24,39,evo,1819
1916,2020-09-24,39,int,1695
1917,2020-09-24,39,not,1901
1918,2020-09-24,39,sai,375
1919,2020-10-24,43,ent,471
1920,2020-10-24,43,evo,1070
1921,2020-10-24,43,int,1212
1922,2020-10-24,43,not,860
1923,2020-10-24,43,sai,223
1924,2020-11-24,48,ent,888
1925,2020-11-24,48,evo,1866
1926,2020-11-24,48,int,2645
1927,2020-11-24,48,not,2970
1928,2020-11-24,48,sai,373
1929,2020-12-24,52,ent,844
1930,2020-12-24,52,evo,2792
1931,2020-12-24,52,int,2307
1932,2020-12-24,52,not,2174
1933,2020-12-24,52,sai,516
1940,2020-02-25,9,int,3
1941,2020-02-25,9,not,1
1947,2020-03-25,13,ent,223
1948,2020-03-25,13,evo,156
1949,2020-03-25,13,int,546
1950,2020-03-25,13,not,462
1951,2020-03-25,13,sai,35
1957,2020-04-25,17,ent,573
1958,2020-04-25,17,evo,1301
1959,2020-04-25,17,int,1956
1960,2020-04-25,17,not,1526
1961,2020-04-25,17,sai,194
1967,2020-05-25,22,ent,877
1968,2020-05-25,22,evo,2904
1969,2020-05-25,22,int,2942
1970,2020-05-25,22,not,3807
1971,2020-05-25,22,sai,504
1975,2020-06-25,26,ent,859
1976,2020-06-25,26,evo,2846
1977,2020-06-25,26,int,2896
1978,2020-06-25,26,not,3457
1979,2020-06-25,26,sai,532
1984,2020-07-25,30,ent,875
1985,2020-07-25,30,evo,2410
1986,2020-07-25,30,int,2411
1987,2020-07-25,30,not,2105
1988,2020-07-25,30,sai,512
1990,2020-08-25,35,ent,836
1991,2020-08-25,35,evo,2285
1992,2020-08-25,35,int,2450
1993,2020-08-25,35,not,2825
1994,2020-08-25,35,sai,516
1995,2020-09-25,39,ent,582
1996,2020-09-25,39,evo,1932
1997,2020-09-25,39,int,1682
1998,2020-09-25,39,not,2030
1999,2020-09-25,39,sai,405
2000,2020-10-25,43,ent,418
2001,2020-10-25,43,evo,1026
2002,2020-10-25,43,int,1145
2003,2020-10-25,43,not,883
2004,2020-10-25,43,sai,260
2005,2020-11-25,48,ent,957
2006,2020-11-25,48,evo,1915
2007,2020-11-25,48,int,2646
2008,2020-11-25,48,not,2809
2009,2020-11-25,48,sai,423
2010,2020-12-25,52,ent,823
2011,2020-12-25,52,evo,1909
2012,2020-12-25,52,int,2160
2013,2020-12-25,52,not,1425
2014,2020-12-25,52,sai,470
2020,2020-02-26,9,ent,1
2021,2020-02-26,9,int,5
2022,2020-02-26,9,not,3
2028,2020-03-26,13,ent,244
2029,2020-03-26,13,evo,206
2030,2020-03-26,13,int,637
2031,2020-03-26,13,not,596
2032,2020-03-26,13,sai,59
2038,2020-04-26,17,ent,607
2039,2020-04-26,17,evo,1279
2040,2020-04-26,17,int,1986
2041,2020-04-26,17,not,1448
2042,2020-04-26,17,sai,198
2046,2020-05-26,22,ent,845
2047,2020-05-26,22,evo,2548
2048,2020-05-26,22,int,2772
2049,2020-05-26,22,not,3428
2050,2020-05-26,22,sai,399
2054,2020-06-26,26,ent,991
2055,2020-06-26,26,evo,2869
2056,2020-06-26,26,int,2910
2057,2020-06-26,26,not,3542
2058,2020-06-26,26,sai,499
2064,2020-07-26,30,ent,801
2065,2020-07-26,30,evo,2124
2066,2020-07-26,30,int,2296
2067,2020-07-26,30,not,1760
2068,2020-07-26,30,sai,479
2071,2020-08-26,35,ent,794
2072,2020-08-26,35,evo,2312
2073,2020-08-26,35,int,2373
2074,2020-08-26,35,not,2647
2075,2020-08-26,35,sai,493
2076,2020-09-26,39,ent,576
2077,2020-09-26,39,evo,1427
2078,2020-09-26,39,int,1500
2079,2020-09-26,39,not,1051
2080,2020-09-26,39,sai,315
2081,2020-10-26,44,ent,522
2082,2020-10-26,44,evo,1314
2083,2020-10-26,44,int,1519
2084,2020-10-26,44,not,2098
2085,2020-10-26,44,sai,319
2086,2020-11-26,48,ent,877
2087,2020-11-26,48,evo,1910
2088,2020-11-26,48,int,2579
2089,2020-11-26,48,not,2880
2090,2020-11-26,48,sai,403
2091,2020-12-26,52,ent,894
2092,2020-12-26,52,evo,1983
2093,2020-12-26,52,int,2647
2094,2020-12-26,52,not,2044
2095,2020-12-26,52,sai,475
2102,2020-02-27,9,ent,3
2103,2020-02-27,9,int,4
2104,2020-02-27,9,not,2
2105,2020-02-27,9,sai,1
2111,2020-03-27,13,ent,277
2112,2020-03-27,13,evo,213
2113,2020-03-27,13,int,692
2114,2020-03-27,13,not,683
2115,2020-03-27,13,sai,57
2120,2020-04-27,18,ent,689
2121,2020-04-27,18,evo,1663
2122,2020-04-27,18,int,2452
2123,2020-04-27,18,not,3119
2124,2020-04-27,18,sai,266
2128,2020-05-27,22,ent,840
2129,2020-05-27,22,evo,2717
2130,2020-05-27,22,int,2729
2131,2020-05-27,22,not,3267
2132,2020-05-27,22,sai,427
2135,2020-06-27,26,ent,845
2136,2020-06-27,26,evo,2284
2137,2020-06-27,26,int,2361
2138,2020-06-27,26,not,1889
2139,2020-06-27,26,sai,410
2140,2020-07-27,31,ent,1009
2141,2020-07-27,31,evo,3010
2142,2020-07-27,31,int,3147
2143,2020-07-27,31,not,3998
2144,2020-07-27,31,sai,660
2146,2020-08-27,35,ent,747
2147,2020-08-27,35,evo,2322
2148,2020-08-27,35,int,2363
2149,2020-08-27,35,not,2538
2150,2020-08-27,35,sai,501
2151,2020-09-27,39,ent,523
2152,2020-09-27,39,evo,1253
2153,2020-09-27,39,int,1412
2154,2020-09-27,39,not,1060
2155,2020-09-27,39,sai,307
2156,2020-10-27,44,ent,509
2157,2020-10-27,44,evo,1293
2158,2020-10-27,44,int,1459
2159,2020-10-27,44,not,1617
2160,2020-10-27,44,sai,306
2162,2020-11-27,48,ent,888
2163,2020-11-27,48,evo,2136
2164,2020-11-27,48,int,2629
2165,2020-11-27,48,not,2828
2166,2020-11-27,48,sai,406
2167,2020-12-27,52,ent,881
2168,2020-12-27,52,evo,1945
2169,2020-12-27,52,int,2415
2170,2020-12-27,52,not,1845
2171,2020-12-27,52,sai,463
2178,2020-02-28,9,ent,2
2179,2020-02-28,9,evo,4
2180,2020-02-28,9,int,3
2181,2020-02-28,9,not,1
2182,2020-02-28,9,sai,3
2188,2020-03-28,13,ent,266
2189,2020-03-28,13,evo,234
2190,2020-03-28,13,int,661
2191,2020-03-28,13,not,423
2192,2020-03-28,13,sai,56
2198,2020-04-28,18,ent,689
2199,2020-04-28,18,evo,1817
2200,2020-04-28,18,int,2439
2201,2020-04-28,18,not,2509
2202,2020-04-28,18,sai,267
2206,2020-05-28,22,ent,872
2207,2020-05-28,22,evo,2662
2208,2020-05-28,22,int,2584
2209,2020-05-28,22,not,3117
2210,2020-05-28,22,sai,490
2215,2020-06-28,26,ent,866
2216,2020-06-28,26,evo,2208
2217,2020-06-28,26,int,2356
2218,2020-06-28,26,not,1933
2219,2020-06-28,26,sai,459
2223,2020-07-28,31,ent,1027
2224,2020-07-28,31,evo,2859
2225,2020-07-28,31,int,3046
2226,2020-07-28,31,not,3657
2227,2020-07-28,31,sai,581
2230,2020-08-28,35,ent,807
2231,2020-08-28,35,evo,2569
2232,2020-08-28,35,int,2292
2233,2020-08-28,35,not,2502
2234,2020-08-28,35,sai,554
2235,2020-09-28,40,ent,575
2236,2020-09-28,40,evo,1734
2237,2020-09-28,40,int,1734
2238,2020-09-28,40,not,2445
2239,2020-09-28,40,sai,420
2240,2020-10-28,44,ent,481
2241,2020-10-28,44,evo,1381
2242,2020-10-28,44,int,1424
2243,2020-10-28,44,not,1578
2244,2020-10-28,44,sai,319
2245,2020-11-28,48,ent,819
2246,2020-11-28,48,evo,1742
2247,2020-11-28,48,int,2356
2248,2020-11-28,48,not,1745
2249,2020-11-28,48,sai,352
2250,2020-12-28,53,ent,1046
2251,2020-12-28,53,evo,2565
2252,2020-12-28,53,int,3129
2253,2020-12-28,53,not,4669
2254,2020-12-28,53,sai,583
2256,2020-01-29,5,int,1
2262,2020-02-29,9,evo,1
2263,2020-02-29,9,int,2
2264,2020-02-29,9,not,3
2265,2020-03-29,13,ent,265
2266,2020-03-29,13,evo,224
2267,2020-03-29,13,int,622
2268,2020-03-29,13,not,405
2269,2020-03-29,13,sai,41
2275,2020-04-29,18,ent,708
2276,2020-04-29,18,evo,1828
2277,2020-04-29,18,int,2399
2278,2020-04-29,18,not,2633
2279,2020-04-29,18,sai,283
2284,2020-05-29,22,ent,813
2285,2020-05-29,22,evo,2785
2286,2020-05-29,22,int,2648
2287,2020-05-29,22,not,3014
2288,2020-05-29,22,sai,423
2291,2020-06-29,27,ent,963
2292,2020-06-29,27,evo,2885
2293,2020-06-29,27,int,2954
2294,2020-06-29,27,not,4038
2295,2020-06-29,27,sai,570
2300,2020-07-29,31,ent,929
2301,2020-07-29,31,evo,2946
2302,2020-07-29,31,int,2722
2303,2020-07-29,31,not,3196
2304,2020-07-29,31,sai,642
2307,2020-08-29,35,ent,728
2308,2020-08-29,35,evo,1826
2309,2020-08-29,35,int,1938
2310,2020-08-29,35,not,1423
2311,2020-08-29,35,sai,398
2312,2020-09-29,40,ent,604
2313,2020-09-29,40,evo,1813
2314,2020-09-29,40,int,1727
2315,2020-09-29,40,not,2024
2316,2020-09-29,40,sai,388
2319,2020-10-29,44,ent,507
2320,2020-10-29,44,evo,1383
2321,2020-10-29,44,int,1495
2322,2020-10-29,44,not,1643
2323,2020-10-29,44,sai,328
2324,2020-11-29,48,ent,776
2325,2020-11-29,48,evo,1609
2326,2020-11-29,48,int,2347
2327,2020-11-29,48,not,1595
2328,2020-11-29,48,sai,333
2330,2020-12-29,53,ent,978
2331,2020-12-29,53,evo,2680
2332,2020-12-29,53,int,2920
2333,2020-12-29,53,not,3702
2334,2020-12-29,53,sai,637
2340,2020-03-30,14,ent,291
2341,2020-03-30,14,evo,333
2342,2020-03-30,14,int,874
2343,2020-03-30,14,not,1070
2344,2020-03-30,14,sai,81
2350,2020-04-30,18,ent,717
2351,2020-04-30,18,evo,1994
2352,2020-04-30,18,int,2427
2353,2020-04-30,18,not,2612
2354,2020-04-30,18,sai,291
2359,2020-05-30,22,ent,797
2360,2020-05-30,22,evo,2502
2361,2020-05-30,22,int,2228
2362,2020-05-30,22,not,1977
2363,2020-05-30,22,sai,408
2366,2020-06-30,27,ent,971
2367,2020-06-30,27,evo,2938
2368,2020-06-30,27,int,3033
2369,2020-06-30,27,not,3737
2370,2020-06-30,27,sai,520
2376,2020-07-30,31,ent,967
2377,2020-07-30,31,evo,2970
2378,2020-07-30,31,int,2672
2379,2020-07-30,31,not,3353
2380,2020-07-30,31,sai,634
2382,2020-08-30,35,ent,675
2383,2020-08-30,35,evo,1824
2384,2020-08-30,35,int,1877
2385,2020-08-30,35,not,1353
2386,2020-08-30,35,sai,436
2387,2020-09-30,40,ent,549
2388,2020-09-30,40,evo,1888
2389,2020-09-30,40,int,1654
2390,2020-09-30,40,not,1886
2391,2020-09-30,40,sai,421
2392,2020-10-30,44,ent,457
2393,2020-10-30,44,evo,1480
2394,2020-10-30,44,int,1271
2395,2020-10-30,44,not,1369
2396,2020-10-30,44,sai,302
2397,2020-11-30,49,ent,954
2398,2020-11-30,49,evo,2244
2399,2020-11-30,49,int,2908
2400,2020-11-30,49,not,3806
2401,2020-11-30,49,sai,506
2402,2020-12-30,53,ent,946
2403,2020-12-30,53,evo,2922
2404,2020-12-30,53,int,2736
2405,2020-12-30,53,not,3422
2406,2020-12-30,53,sai,572
2413,2020-03-31,14,ent,341
2414,2020-03-31,14,evo,368
2415,2020-03-31,14,int,799
2416,2020-03-31,14,not,878
2417,2020-03-31,14,sai,63
2423,2020-05-31,22,ent,761
2424,2020-05-31,22,evo,2069
2425,2020-05-31,22,int,2113
2426,2020-05-31,22,not,1714
2427,2020-05-31,22,sai,379
2431,2020-07-31,31,ent,883
2432,2020-07-31,31,evo,3040
2433,2020-07-31,31,int,2527
2434,2020-07-31,31,not,2982
2435,2020-07-31,31,sai,581
2436,2020-08-31,36,ent,770
2437,2020-08-31,36,evo,2397
2438,2020-08-31,36,int,2216
2439,2020-08-31,36,not,3212
2440,2020-08-31,36,sai,515
2441,2020-10-31,44,ent,443
2442,2020-10-31,44,evo,1061
2443,2020-10-31,44,int,1129
2444,2020-10-31,44,not,791
2445,2020-10-31,44,sai,242
2446,2020-12-31,53,ent,854
2447,2020-12-31,53,evo,2686
2448,2020-12-31,53,int,2420
2449,2020-12-31,53,not,2174
2450,2020-12-31,53,sai,486
