,date,week,unity,n
1700,2020-12-23,52,pri,2855
1701,2020-12-23,52,sai,560
1707,2020-02-24,9,evo,1
1708,2020-02-24,9,pri,6
1713,2020-03-24,13,ent,182
1714,2020-03-24,13,evo,153
1715,2020-03-24,13,int,455
1716,2020-03-24,13,pri,754
1717,2020-03-24,13,sai,41
1723,2020-04-24,17,ent,651
1724,2020-04-24,17,evo,1466
1725,2020-04-24,17,int,2140
1726,2020-04-24,17,pri,2631
1727,2020-04-24,17,sai,261
1730,2020-05-24,21,ent,830
1731,2020-05-24,21,evo,2110
1732,2020-05-24,21,int,2364
1733,2020-05-24,21,pri,2520
1734,2020-05-24,21,sai,371
1737,2020-06-24,26,ent,911
1738,2020-06-24,26,evo,2739
1739,2020-06-24,26,int,2832
1740,2020-06-24,26,pri,2859
1741,2020-06-24,26,sai,500
1744,2020-07-24,30,ent,971
1745,2020-07-24,30,evo,2915
1746,2020-07-24,30,int,2899
1747,2020-07-24,30,pri,2608
1748,2020-07-24,30,sai,564
1749,2020-08-24,35,ent,832
1750,2020-08-24,35,evo,2400
1751,2020-08-24,35,int,2493
1752,2020-08-24,35,pri,2153
1753,2020-08-24,35,sai,533
1755,2020-09-24,39,ent,619
1756,2020-09-24,39,evo,1819
1757,2020-09-24,39,int,1695
1758,2020-09-24,39,pri,1448
1759,2020-09-24,39,sai,375
1760,2020-10-24,43,ent,471
1761,2020-10-24,43,evo,1070
1762,2020-10-24,43,int,1212
1763,2020-10-24,43,pri,1241
1764,2020-10-24,43,sai,223
1765,2020-11-24,48,ent,888
1766,2020-11-24,48,evo,1866
1767,2020-11-24,48,int,2645
1768,2020-11-24,48,pri,2553
1769,2020-11-24,48,sai,373
1770,2020-12-24,52,ent,844
1771,2020-12-24,52,evo,2792
1772,2020-12-24,52,int,2307
1773,2020-12-24,52,pri,2948
1774,2020-12-24,52,sai,516
1780,2020-02-25,9,int,3
1781,2020-02-25,9,pri,11
1786,2020-03-25,13,ent,223
1787,2020-03-25,13,evo,156
1788,2020-03-25,13,int,546
1789,2020-03-25,13,pri,789
1790,2020-03-25,13,sai,35
1795,2020-04-25,17,ent,573
1796,2020-04-25,17,evo,1301
1797,2020-04-25,17,int,1956
1798,2020-04-25,17,pri,2857
1799,2020-04-25,17,sai,194
1804,2020-05-25,22,ent,877
1805,2020-05-25,22,evo,2904
1806,2020-05-25,22,int,2942
1807,2020-05-25,22,pri,3497
1808,2020-05-25,22,sai,504
1811,2020-06-25,26,ent,859
1812,2020-06-25,26,evo,2846
1813,2020-06-25,26,int,2896
1814,2020-06-25,26,pri,3318
1815,2020-06-25,26,sai,532
1819,2020-07-25,30,ent,875
1820,2020-07-25,30,evo,2410
1821,2020-07-25,30,int,2411
1822,2020-07-25,30,pri,2876
1823,2020-07-25,30,sai,512
1825,2020-08-25,35,ent,836
1826,2020-08-25,35,evo,2285
1827,2020-08-25,35,int,2450
1828,2020-08-25,35,pri,2271
1829,2020-08-25,35,sai,516
1830,2020-09-25,39,ent,582
1831,2020-09-25,39,evo,1932
1832,2020-09-25,39,int,1682
1833,2020-09-25,39,pri,1822
1834,2020-09-25,39,sai,405
1835,2020-10-25,43,ent,418
1836,2020-10-25,43,evo,1026
1837,2020-10-25,43,int,1145
1838,2020-10-25,43,pri,1533
1839,2020-10-25,43,sai,260
1840,2020-11-25,48,ent,957
1841,2020-11-25,48,evo,1915
1842,2020-11-25,48,int,2646
1843,2020-11-25,48,pri,3108
1844,2020-11-25,48,sai,423
1845,2020-12-25,52,ent,823
1846,2020-12-25,52,evo,1909
1847,2020-12-25,52,int,2160
1848,2020-12-25,52,pri,3295
1849,2020-12-25,52,sai,470
1854,2020-02-26,9,ent,1
1855,2020-02-26,9,int,5
1856,2020-02-26,9,pri,15
1861,2020-03-26,13,ent,244
1862,2020-03-26,13,evo,206
1863,2020-03-26,13,int,637
1864,2020-03-26,13,pri,826
1865,2020-03-26,13,sai,59
1870,2020-04-26,17,ent,607
1871,2020-04-26,17,evo,1279
1872,2020-04-26,17,int,1986
1873,2020-04-26,17,pri,2524
1874,2020-04-26,17,sai,198
1877,2020-05-26,22,ent,845
1878,2020-05-26,22,evo,2548
1879,2020-05-26,22,int,2772
1880,2020-05-26,22,pri,2643
1881,2020-05-26,22,sai,399
1884,2020-06-26,26,ent,991
1885,2020-06-26,26,evo,2869
1886,2020-06-26,26,int,2910
1887,2020-06-26,26,pri,3288
1888,2020-06-26,26,sai,499
1893,2020-07-26,30,ent,801
1894,2020-07-26,30,evo,2124
1895,2020-07-26,30,int,2296
1896,2020-07-26,30,pri,2454
1897,2020-07-26,30,sai,479
1899,2020-08-26,35,ent,794
1900,2020-08-26,35,evo,2312
1901,2020-08-26,35,int,2373
1902,2020-08-26,35,pri,1978
1903,2020-08-26,35,sai,493
1904,2020-09-26,39,ent,576
1905,2020-09-26,39,evo,1427
1906,2020-09-26,39,int,1500
1907,2020-09-26,39,pri,1355
1908,2020-09-26,39,sai,315
1909,2020-10-26,44,ent,522
1910,2020-10-26,44,evo,1314
1911,2020-10-26,44,int,1519
1912,2020-10-26,44,pri,1474
1913,2020-10-26,44,sai,319
1914,2020-11-26,48,ent,877
1915,2020-11-26,48,evo,1910
1916,2020-11-26,48,int,2579
1917,2020-11-26,48,pri,2672
1918,2020-11-26,48,sai,403
1919,2020-12-26,52,ent,894
1920,2020-12-26,52,evo,1983
1921,2020-12-26,52,int,2647
1922,2020-12-26,52,pri,3112
1923,2020-12-26,52,sai,475
1929,2020-02-27,9,ent,3
1930,2020-02-27,9,int,4
1931,2020-02-27,9,pri,11
1932,2020-02-27,9,sai,1
1937,2020-03-27,13,ent,277
1938,2020-03-27,13,evo,213
1939,2020-03-27,13,int,692
1940,2020-03-27,13,pri,772
1941,2020-03-27,13,sai,57
1945,2020-04-27,18,ent,689
1946,2020-04-27,18,evo,1663
1947,2020-04-27,18,int,2452
1948,2020-04-27,18,pri,2788
1949,2020-04-27,18,sai,266
1952,2020-05-27,22,ent,840
1953,2020-05-27,22,evo,2717
1954,2020-05-27,22,int,2729
1955,2020-05-27,22,pri,2450
1956,2020-05-27,22,sai,427
1958,2020-06-27,26,ent,845
1959,2020-06-27,26,evo,2284
1960,2020-06-27,26,int,2361
1961,2020-06-27,26,pri,2648
1962,2020-06-27,26,sai,410
1963,2020-07-27,31,ent,1009
1964,2020-07-27,31,evo,3010
1965,2020-07-27,31,int,3147
1966,2020-07-27,31,pri,3031
1967,2020-07-27,31,sai,660
1968,2020-08-27,35,ent,747
1969,2020-08-27,35,evo,2322
1970,2020-08-27,35,int,2363
1971,2020-08-27,35,pri,1946
1972,2020-08-27,35,sai,501
1973,2020-09-27,39,ent,523
1974,2020-09-27,39,evo,1253
1975,2020-09-27,39,int,1412
1976,2020-09-27,39,pri,1389
1977,2020-09-27,39,sai,307
1978,2020-10-27,44,ent,509
1979,2020-10-27,44,evo,1293
1980,2020-10-27,44,int,1459
1981,2020-10-27,44,pri,1325
1982,2020-10-27,44,sai,306
1984,2020-11-27,48,ent,888
1985,2020-11-27,48,evo,2136
1986,2020-11-27,48,int,2629
1987,2020-11-27,48,pri,2779
1988,2020-11-27,48,sai,406
1989,2020-12-27,52,ent,881
1990,2020-12-27,52,evo,1945
1991,2020-12-27,52,int,2415
1992,2020-12-27,52,pri,2944
1993,2020-12-27,52,sai,463
1999,2020-02-28,9,ent,2
2000,2020-02-28,9,evo,4
2001,2020-02-28,9,int,3
2002,2020-02-28,9,pri,15
2003,2020-02-28,9,sai,3
2008,2020-03-28,13,ent,266
2009,2020-03-28,13,evo,234
2010,2020-03-28,13,int,661
2011,2020-03-28,13,pri,750
2012,2020-03-28,13,sai,56
2017,2020-04-28,18,ent,689
2018,2020-04-28,18,evo,1817
2019,2020-04-28,18,int,2439
2020,2020-04-28,18,pri,2856
2021,2020-04-28,18,sai,267
2024,2020-05-28,22,ent,872
2025,2020-05-28,22,evo,2662
2026,2020-05-28,22,int,2584
2027,2020-05-28,22,pri,2843
2028,2020-05-28,22,sai,490
2032,2020-06-28,26,ent,866
2033,2020-06-28,26,evo,2208
2034,2020-06-28,26,int,2356
2035,2020-06-28,26,pri,2980
2036,2020-06-28,26,sai,459
2039,2020-07-28,31,ent,1027
2040,2020-07-28,31,evo,2859
2041,2020-07-28,31,int,3046
2042,2020-07-28,31,pri,2462
2043,2020-07-28,31,sai,581
2045,2020-08-28,35,ent,807
2046,2020-08-28,35,evo,2569
2047,2020-08-28,35,int,2292
2048,2020-08-28,35,pri,2286
2049,2020-08-28,35,sai,554
2050,2020-09-28,40,ent,575
2051,2020-09-28,40,evo,1734
2052,2020-09-28,40,int,1734
2053,2020-09-28,40,pri,1561
2054,2020-09-28,40,sai,420
2055,2020-10-28,44,ent,481
2056,2020-10-28,44,evo,1381
2057,2020-10-28,44,int,1424
2058,2020-10-28,44,pri,1474
2059,2020-10-28,44,sai,319
2060,2020-11-28,48,ent,819
2061,2020-11-28,48,evo,1742
2062,2020-11-28,48,int,2356
2063,2020-11-28,48,pri,2698
2064,2020-11-28,48,sai,352
2065,2020-12-28,53,ent,1046
2066,2020-12-28,53,evo,2565
2067,2020-12-28,53,int,3129
2068,2020-12-28,53,pri,3530
2069,2020-12-28,53,sai,583
2071,2020-01-29,5,int,1
2076,2020-02-29,9,evo,1
2077,2020-02-29,9,int,2
2078,2020-02-29,9,pri,7
2079,2020-03-29,13,ent,265
2080,2020-03-29,13,evo,224
2081,2020-03-29,13,int,622
2082,2020-03-29,13,pri,766
2083,2020-03-29,13,sai,41
2088,2020-04-29,18,ent,708
2089,2020-04-29,18,evo,1828
2090,2020-04-29,18,int,2399
2091,2020-04-29,18,pri,2322
2092,2020-04-29,18,sai,283
2096,2020-05-29,22,ent,813
2097,2020-05-29,22,evo,2785
2098,2020-05-29,22,int,2648
2099,2020-05-29,22,pri,2618
2100,2020-05-29,22,sai,423
2102,2020-06-29,27,ent,963
2103,2020-06-29,27,evo,2885
2104,2020-06-29,27,int,2954
2105,2020-06-29,27,pri,2940
2106,2020-06-29,27,sai,570
2110,2020-07-29,31,ent,929
2111,2020-07-29,31,evo,2946
2112,2020-07-29,31,int,2722
2113,2020-07-29,31,pri,2138
2114,2020-07-29,31,sai,642
2116,2020-08-29,35,ent,728
2117,2020-08-29,35,evo,1826
2118,2020-08-29,35,int,1938
2119,2020-08-29,35,pri,1746
2120,2020-08-29,35,sai,398
2121,2020-09-29,40,ent,604
2122,2020-09-29,40,evo,1813
2123,2020-09-29,40,int,1727
2124,2020-09-29,40,pri,1361
2125,2020-09-29,40,sai,388
2128,2020-10-29,44,ent,507
2129,2020-10-29,44,evo,1383
2130,2020-10-29,44,int,1495
2131,2020-10-29,44,pri,1338
2132,2020-10-29,44,sai,328
2133,2020-11-29,48,ent,776
2134,2020-11-29,48,evo,1609
2135,2020-11-29,48,int,2347
2136,2020-11-29,48,pri,2353
2137,2020-11-29,48,sai,333
2139,2020-12-29,53,ent,978
2140,2020-12-29,53,evo,2680
2141,2020-12-29,53,int,2920
2142,2020-12-29,53,pri,2622
2143,2020-12-29,53,sai,637
2148,2020-03-30,14,ent,291
2149,2020-03-30,14,evo,333
2150,2020-03-30,14,int,874
2151,2020-03-30,14,pri,908
2152,2020-03-30,14,sai,81
2157,2020-04-30,18,ent,717
2158,2020-04-30,18,evo,1994
2159,2020-04-30,18,int,2427
2160,2020-04-30,18,pri,3164
2161,2020-04-30,18,sai,291
2165,2020-05-30,22,ent,797
2166,2020-05-30,22,evo,2502
2167,2020-05-30,22,int,2228
2168,2020-05-30,22,pri,2687
2169,2020-05-30,22,sai,408
2171,2020-06-30,27,ent,971
2172,2020-06-30,27,evo,2938
2173,2020-06-30,27,int,3033
2174,2020-06-30,27,pri,3314
2175,2020-06-30,27,sai,520
2180,2020-07-30,31,ent,967
2181,2020-07-30,31,evo,2970
2182,2020-07-30,31,int,2672
2183,2020-07-30,31,pri,2390
2184,2020-07-30,31,sai,634
2185,2020-08-30,35,ent,675
2186,2020-08-30,35,evo,1824
2187,2020-08-30,35,int,1877
2188,2020-08-30,35,pri,1876
2189,2020-08-30,35,sai,436
2190,2020-09-30,40,ent,549
2191,2020-09-30,40,evo,1888
2192,2020-09-30,40,int,1654
2193,2020-09-30,40,pri,1505
2194,2020-09-30,40,sai,421
2195,2020-10-30,44,ent,457
2196,2020-10-30,44,evo,1480
2197,2020-10-30,44,int,1271
2198,2020-10-30,44,pri,1595
2199,2020-10-30,44,sai,302
2200,2020-11-30,49,ent,954
2201,2020-11-30,49,evo,2244
2202,2020-11-30,49,int,2908
2203,2020-11-30,49,pri,3472
2204,2020-11-30,49,sai,506
2205,2020-12-30,53,ent,946
2206,2020-12-30,53,evo,2922
2207,2020-12-30,53,int,2736
2208,2020-12-30,53,pri,3075
2209,2020-12-30,53,sai,572
2215,2020-03-31,14,ent,341
2216,2020-03-31,14,evo,368
2217,2020-03-31,14,int,799
2218,2020-03-31,14,pri,810
2219,2020-03-31,14,sai,63
2224,2020-05-31,22,ent,761
2225,2020-05-31,22,evo,2069
2226,2020-05-31,22,int,2113
2227,2020-05-31,22,pri,2469
2228,2020-05-31,22,sai,379
2231,2020-07-31,31,ent,883
2232,2020-07-31,31,evo,3040
2233,2020-07-31,31,int,2527
2234,2020-07-31,31,pri,2415
2235,2020-07-31,31,sai,581
2236,2020-08-31,36,ent,770
2237,2020-08-31,36,evo,2397
2238,2020-08-31,36,int,2216
2239,2020-08-31,36,pri,1983
2240,2020-08-31,36,sai,515
2241,2020-10-31,44,ent,443
2242,2020-10-31,44,evo,1061
2243,2020-10-31,44,int,1129
2244,2020-10-31,44,pri,1220
2245,2020-10-31,44,sai,242
2246,2020-12-31,53,ent,854
2247,2020-12-31,53,evo,2686
2248,2020-12-31,53,int,2420
2249,2020-12-31,53,pri,3095
2250,2020-12-31,53,sai,486
